,ADDRESS,CITY,ZIP,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,YTD,TYPE,YEAR,LAT,LNG
401,3647 S. State St.,Chicago,60609,595.0,582.0,506.0,610.0,594.0,704.0,634.0,726.0,777.0,865.0,777.0,521.0,7891.0,Circulation,2021,-87.653382,41.812017
402,3710 E. 106th St.,Chicago,60617,1091.0,1109.0,1550.0,1497.0,1259.0,1681.0,2009.0,1603.0,1818.0,1882.0,1573.0,1554.0,18626.0,Circulation,2021,-87.556897,41.721257
403,5440 S. Racine Ave.,Chicago,60609,158.0,199.0,204.0,140.0,174.0,199.0,273.0,253.0,189.0,173.0,159.0,738.0,2859.0,Circulation,2021,-87.653382,41.812017
404,11071 S. Hoyne Ave.,Chicago,60643,325.0,457.0,704.0,707.0,516.0,900.0,990.0,977.0,975.0,1783.0,3088.0,633.0,12055.0,Visitors,2021,-87.662381,41.700445
405,3401 W. Foster Ave.,Chicago,60625,3419.0,3366.0,4404.0,4299.0,4256.0,4958.0,5325.0,5877.0,6740.0,7259.0,6445.0,6492.0,62840.0,Visitors,2021,-87.701816,41.971155
406,8148 S. Stony Island Ave.,Chicago,60617,2985.0,2513.0,4235.0,3864.0,4046.0,3479.0,4270.0,4583.0,4489.0,4840.0,4136.0,3413.0,46853.0,Visitors,2021,-87.556897,41.721257
407,1350 W. 89th St.,Chicago,60620,617.0,815.0,1160.0,129.0,0.0,469.0,624.0,655.0,714.0,754.0,602.0,774.0,7313.0,Visitors,2021,-87.651656,41.740873
408,7454 W. Balmoral Ave.,Chicago,60656,3528.0,2912.0,3868.0,3563.0,3688.0,4291.0,4375.0,4047.0,5658.0,4963.0,4734.0,4153.0,49780.0,Visitors,2021,-87.817934,41.974566
409,1336 W. Taylor St.,Chicago,60607,2801.0,2488.0,811.0,2835.0,3314.0,3536.0,4215.0,4359.0,4920.0,6862.0,5647.0,6305.0,48093.0,Visitors,2021,-87.652727,41.876104
410,5331 W. Devon Ave.,Chicago,60646,3693.0,3427.0,4527.0,4316.0,3982.0,4167.0,5480.0,5383.0,4771.0,4556.0,4563.0,4018.0,52883.0,Visitors,2021,-87.761826,41.993931
411,6151 S. Normal Blvd.,Chicago,60621,497.0,428.0,635.0,587.0,639.0,646.0,876.0,929.0,852.0,854.0,736.0,1717.0,9396.0,Visitors,2021,-87.638812,41.776931
412,6000 N. Broadway St.,Chicago,60660,7563.0,6508.0,7403.0,7607.0,3654.0,6060.0,10020.0,9843.0,9328.0,9424.0,8436.0,8461.0,94307.0,Visitors,2021,-87.666362,41.991062
413,310 W. Division St.,Chicago,60610,4771.0,4786.0,6168.0,6179.0,6708.0,7670.0,6837.0,6536.0,6649.0,6686.0,6992.0,5750.0,75732.0,Visitors,2021,-87.63581,41.90455
414,642 W. 43rd St.,Chicago,60609,0.0,0.0,0.0,0.0,0.0,0.0,396.0,808.0,1744.0,1778.0,1586.0,1599.0,7911.0,Visitors,2021,-87.653382,41.812017
415,3400 S. Halsted St.,Chicago,60608,2480.0,2162.0,2959.0,3141.0,4858.0,3370.0,3473.0,653.0,0.0,0.0,0.0,0.0,23096.0,Visitors,2021,-87.670366,41.849879
416,6 S. Hoyne Ave.,Chicago,60612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239.0,2986.0,2780.0,2831.0,9836.0,Visitors,2021,-87.687011,41.88004
417,5108 W. Belmont Ave.,Chicago,60641,2301.0,1971.0,2789.0,2645.0,2533.0,2724.0,3199.0,3326.0,3447.0,3523.0,3402.0,3116.0,34976.0,Visitors,2021,-87.746791,41.946682
418,415 East 79th St.,Chicago,60619,1830.0,1515.0,1921.0,2215.0,2311.0,2436.0,1639.0,3665.0,3651.0,2854.0,3016.0,3113.0,30166.0,Visitors,2021,-87.60569,41.744737
419,1000 E. 73rd St.,Chicago,60619,837.0,954.0,1097.0,1137.0,1137.0,1304.0,2303.0,0.0,930.0,1724.0,1237.0,950.0,13610.0,Visitors,2021,-87.60569,41.744737
420,4101 W. 79th St.,Chicago,60652,1856.0,2117.0,1625.0,1598.0,3369.0,3596.0,4579.0,4124.0,3734.0,3768.0,3553.0,3513.0,37432.0,Visitors,2021,-87.714238,41.745398
421,955 E. 131st St.,Chicago,60827,339.0,270.0,412.0,470.0,724.0,998.0,1437.0,1397.0,162.0,155.0,1744.0,2652.0,10760.0,Visitors,2021,-87.633087,41.650765
422,4020 W. 63rd St.,Chicago,60629,1030.0,914.0,1363.0,1406.0,1307.0,699.0,0.0,0.0,0.0,0.0,0.0,0.0,6719.0,Visitors,2021,-87.711565,41.777061
423,2111 W. 47th St.,Chicago,60609,1440.0,1482.0,2382.0,1491.0,1948.0,1970.0,2560.0,2873.0,2283.0,2957.0,1877.0,2122.0,25385.0,Visitors,2021,-87.653382,41.812017
424,6907 N. Clark St.,Chicago,60626,4179.0,4718.0,6600.0,5291.0,6506.0,5446.0,7667.0,7419.0,7437.0,8301.0,5635.0,6496.0,75695.0,Visitors,2021,-87.669834,42.009469
425,6348 S. Archer Ave.,Chicago,60638,2594.0,2330.0,3215.0,2816.0,2705.0,3375.0,3626.0,3139.0,3204.0,3526.0,3122.0,3419.0,37071.0,Visitors,2021,-87.771902,41.787032
426,3436 S. King Dr.,Chicago,60616,1209.0,1101.0,1481.0,1474.0,1480.0,1498.0,1711.0,1492.0,1329.0,1403.0,1845.0,1362.0,17385.0,Visitors,2021,-87.629531,41.844869
427,163 E. Pearson Street,Chicago,60611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0,3207.0,3365.0,2998.0,10594.0,Visitors,2021,-87.620291,41.894734
428,733 N. Kedzie Ave.,Chicago,60612,6556.0,6016.0,6788.0,5320.0,4750.0,5961.0,4218.0,5543.0,5565.0,4430.0,4142.0,4819.0,64108.0,Visitors,2021,-87.687011,41.88004
429,1605 N. Troy St.,Chicago,60647,2527.0,1962.0,2634.0,2570.0,2839.0,2915.0,3305.0,3375.0,3079.0,2853.0,2918.0,3115.0,34092.0,Visitors,2021,-87.701101,41.921058
430,4455 N. Lincoln Ave.,Chicago,60625,13873.0,12812.0,16196.0,14320.0,14497.0,13147.0,15148.0,16132.0,15602.0,16374.0,12616.0,14660.0,175377.0,Visitors,2021,-87.701816,41.971155
431,4904 S. Lake Park Ave.,Chicago,60615,3491.0,2572.0,4279.0,4316.0,4527.0,4822.0,5970.0,6237.0,5925.0,6649.0,6316.0,5906.0,61010.0,Visitors,2021,-87.602725,41.801993
432,5724 W. North Ave.,Chicago,60639,1072.0,868.0,1262.0,1249.0,1350.0,1969.0,1864.0,1710.0,1428.0,1445.0,1318.0,1282.0,16817.0,Visitors,2021,-87.75531,41.920609
433,1625 W. Chicago Ave.,Chicago,60622,3402.0,2938.0,3580.0,3627.0,4617.0,4973.0,4058.0,2096.0,2969.0,6183.0,5076.0,4759.0,48278.0,Visitors,2021,-87.681818,41.902762
434,5630 N. Lincoln Ave.,Chicago,60659,5058.0,4386.0,5771.0,5662.0,5382.0,6008.0,7148.0,7031.0,6210.0,6390.0,6078.0,5559.0,70683.0,Visitors,2021,-87.703266,41.990803
435,1150 W. Fullerton Ave.,Chicago,60614,4915.0,4435.0,5858.0,5630.0,5764.0,7657.0,6967.0,7273.0,6874.0,7174.0,7287.0,6040.0,75874.0,Visitors,2021,-87.652064,41.922605
436,1745 W. 63rd St.,Chicago,60636,2038.0,1657.0,2047.0,1947.0,2211.0,2225.0,2467.0,3104.0,2958.0,3021.0,2759.0,2471.0,28905.0,Visitors,2021,-87.668597,41.77599
437,5055 S. Archer Ave.,Chicago,60632,2949.0,2857.0,3310.0,3325.0,2911.0,2244.0,2937.0,2993.0,2847.0,3095.0,2709.0,2488.0,34665.0,Visitors,2021,-87.711251,41.810038
438,3048 E. 130th St.,Chicago,60633,1165.0,1081.0,1450.0,1507.0,1451.0,1523.0,1611.0,1428.0,1461.0,1568.0,1365.0,1362.0,16972.0,Visitors,2021,-87.556037,41.653147
439,4024 N. Elston Ave.,Chicago,60618,2412.0,2172.0,2554.0,2486.0,2490.0,2429.0,3039.0,3665.0,2963.0,2996.0,3033.0,2792.0,33031.0,Visitors,2021,-87.703343,41.946699
440,1805 S. Loomis St.,Chicago,60608,3634.0,4546.0,3215.0,3959.0,7947.0,7910.0,4440.0,4323.0,3918.0,3171.0,4508.0,4158.0,55729.0,Visitors,2021,-87.670366,41.849879
441,2505 E. 73rd St.,Chicago,60649,1066.0,868.0,1155.0,1514.0,1620.0,1486.0,1388.0,1819.0,1784.0,1682.0,1539.0,1580.0,17501.0,Visitors,2021,-87.571522,41.762202
442,2100 S. Wentworth Ave.,Chicago,60616,2963.0,2583.0,4102.0,6748.0,6209.0,7770.0,11264.0,11362.0,10363.0,11385.0,10353.0,8681.0,93783.0,Visitors,2021,-87.629531,41.844869
443,3353 W. 13th St.,Chicago,60623,435.0,326.0,484.0,548.0,484.0,184.0,589.0,1165.0,1055.0,728.0,1152.0,895.0,8045.0,Visitors,2021,-87.717446,41.850321
444,3030 W. Fullerton Ave.,Chicago,60647,7285.0,6269.0,7746.0,7003.0,6563.0,7634.0,8569.0,8214.0,7770.0,8685.0,8643.0,8307.0,92688.0,Visitors,2021,-87.701101,41.921058
445,6083 N. Northwest Hwy.,Chicago,60631,2759.0,2471.0,2950.0,2866.0,3285.0,4137.0,3952.0,3791.0,3381.0,3520.0,3261.0,3393.0,39766.0,Visitors,2021,-87.813371,41.995019
446,6871 W. Belden Ave.,Chicago,60707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Visitors,2021,-87.808283,41.921777
447,3104 N. Narragansett Ave.,Chicago,60634,1954.0,1675.0,2323.0,2153.0,2225.0,3387.0,2728.0,2856.0,2847.0,3106.0,2967.0,2472.0,30693.0,Visitors,2021,-87.797373,41.944967
448,1701 N. Milwaukee Ave.,Chicago,60647,5015.0,4257.0,4969.0,5355.0,5364.0,4530.0,6287.0,5834.0,5961.0,6668.0,7070.0,5676.0,66986.0,Visitors,2021,-87.701101,41.921058
449,4300 W. North Ave.,Chicago,60639,1669.0,1425.0,2190.0,1923.0,1980.0,2233.0,2466.0,2169.0,2284.0,2142.0,2088.0,2024.0,24593.0,Visitors,2021,-87.75531,41.920609
450,1915 W. 35th St.,Chicago,60609,368.0,2793.0,3784.0,3621.0,3409.0,3679.0,4062.0,4369.0,4553.0,4392.0,4310.0,3795.0,43135.0,Visitors,2021,-87.653382,41.812017
451,830 W. 119th St.,Chicago,60643,883.0,990.0,1872.0,1445.0,1490.0,1471.0,1645.0,1470.0,1203.0,1243.0,1098.0,1122.0,15932.0,Visitors,2021,-87.662381,41.700445
452,1962 W. 95th St.,Chicago,60643,1709.0,1221.0,1741.0,2081.0,1761.0,1816.0,2350.0,2000.0,1994.0,2178.0,2368.0,2237.0,23456.0,Visitors,2021,-87.662381,41.700445
453,115 S. Pulaski Rd.,Chicago,60624,477.0,359.0,424.0,629.0,650.0,1004.0,1326.0,1272.0,2427.0,2174.0,2179.0,2170.0,15091.0,Visitors,2021,-87.722735,41.879417
454,2708 S. Pulaski Rd.,Chicago,60623,1371.0,1155.0,1856.0,1554.0,1522.0,1842.0,1925.0,1662.0,1818.0,1645.0,1538.0,1675.0,19563.0,Visitors,2021,-87.717446,41.850321
455,5615 W. Race Ave.,Chicago,60644,2991.0,2412.0,3799.0,2957.0,2615.0,2946.0,2874.0,3083.0,2926.0,3171.0,3164.0,2383.0,35321.0,Visitors,2021,-87.756863,41.881113
456,8530 S. Kedzie Ave.,Chicago,60652,1417.0,0.0,0.0,734.0,908.0,1223.0,1435.0,1299.0,1279.0,1440.0,1316.0,1223.0,12274.0,Visitors,2021,-87.714238,41.745398
457,5363 W. Lawrence Ave.,Chicago,60630,2656.0,2338.0,3901.0,5630.0,4029.0,4227.0,4475.0,4328.0,3834.0,4061.0,4034.0,3429.0,46942.0,Visitors,2021,-87.759611,41.971261
458,4400 W. Lawrence Ave.,Chicago,60630,1302.0,1061.0,1682.0,1566.0,1533.0,1520.0,2795.0,2261.0,2105.0,2100.0,2194.0,1675.0,21794.0,Visitors,2021,-87.759611,41.971261
459,9055 S. Houston Ave.,Chicago,60617,768.0,1726.0,1866.0,2294.0,2737.0,2783.0,3409.0,3580.0,3375.0,2729.0,3142.0,2927.0,31336.0,Visitors,2021,-87.556897,41.721257
460,6423 W. 63rd Pl.,Chicago,60638,440.0,380.0,1100.0,525.0,1535.0,0.0,455.0,1605.0,1515.0,1590.0,380.0,1152.0,10677.0,Visitors,2021,-87.771902,41.787032
461,644 W. Belmont Ave.,Chicago,60657,4605.0,5611.0,6347.0,6577.0,7036.0,7657.0,7875.0,8351.0,8264.0,8694.0,7916.0,7274.0,86207.0,Visitors,2021,-87.658216,41.939715
462,929 W. Buena Ave.,Chicago,60613,4948.0,3901.0,4675.0,5357.0,4901.0,5713.0,5877.0,6088.0,6197.0,6305.0,5801.0,5496.0,65259.0,Visitors,2021,-87.661343,41.953742
463,6120 S. Kedzie Ave.,Chicago,60629,2444.0,2207.0,3018.0,2960.0,3233.0,3605.0,4959.0,5416.0,4056.0,3890.0,3524.0,3557.0,42869.0,Visitors,2021,-87.711565,41.777061
464,400 S. State St.,Chicago,60605,39287.0,36109.0,43918.0,38621.0,24131.0,49671.0,52519.0,43215.0,52795.0,57025.0,54392.0,52268.0,543951.0,Visitors,2021,-87.623449,41.867824
465,4314 S. Archer Ave.,Chicago,60632,1250.0,1004.0,1515.0,1418.0,1451.0,1481.0,2581.0,2499.0,320.0,0.0,1270.0,1427.0,16216.0,Visitors,2021,-87.711251,41.810038
466,4856 W. Chicago Ave.,Chicago,60651,330.0,490.0,667.0,618.0,692.0,693.0,786.0,887.0,1102.0,991.0,881.0,817.0,8954.0,Visitors,2021,-87.741017,41.901964
467,2311 S. Kedzie Ave.,Chicago,60623,967.0,1030.0,1158.0,1058.0,1317.0,1154.0,1713.0,1670.0,1596.0,1724.0,1721.0,1463.0,16571.0,Visitors,2021,-87.717446,41.850321
468,1659 W. Melrose St.,Chicago,60657,2888.0,3225.0,5433.0,5369.0,6630.0,5374.0,9603.0,2192.0,6908.0,7098.0,6446.0,6001.0,67167.0,Visitors,2021,-87.658216,41.939715
469,2807 W. 55th St.,Chicago,60632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,740.0,1308.0,1243.0,1122.0,4819.0,Visitors,2021,-87.711251,41.810038
470,6800 N. Western Ave.,Chicago,60645,5957.0,5228.0,7482.0,6957.0,7333.0,8733.0,8909.0,9035.0,7797.0,7640.0,7640.0,6818.0,89529.0,Visitors,2021,-87.695049,42.008927
471,7455 W. Cornelia Ave.,Chicago,60634,4240.0,3646.0,4945.0,5441.0,4854.0,5150.0,7909.0,8380.0,8512.0,6217.0,6054.0,5705.0,71053.0,Visitors,2021,-87.797373,41.944967
472,1226 W. Ainslie St.,Chicago,60640,0.0,0.0,1629.0,4587.0,3738.0,2300.0,3663.0,5547.0,5549.0,6515.0,5552.0,4581.0,43661.0,Visitors,2021,-87.662232,41.971888
473,122 N. Aberdeen St.,Chicago,60607,2514.0,2322.0,2685.0,2823.0,2728.0,2675.0,3442.0,3423.0,3346.0,3629.0,3569.0,3237.0,36393.0,Visitors,2021,-87.652727,41.876104
474,11001 S. Indiana Ave.,Chicago,60628,1558.0,1676.0,835.0,889.0,2124.0,2887.0,2906.0,2595.0,2456.0,2676.0,2329.0,2095.0,25026.0,Visitors,2021,-87.621537,41.694192
475,2401 E. 100th St.,Chicago,60617,2002.0,1747.0,2367.0,2425.0,110.0,222.0,959.0,1192.0,991.0,941.0,882.0,789.0,14627.0,Visitors,2021,-87.556897,41.721257
476,4801 S. Michigan Ave.,Chicago,60615,0.0,704.0,1629.0,1662.0,2029.0,2478.0,2627.0,2660.0,2278.0,2800.0,2333.0,2128.0,23328.0,Visitors,2021,-87.602725,41.801993
477,11010 S. Kedzie Ave.,Chicago,60655,1400.0,1162.0,1583.0,1532.0,1479.0,1743.0,1913.0,1798.0,1569.0,1248.0,1558.0,1387.0,18372.0,Visitors,2021,-87.701434,41.696456
478,731 E. 63rd St.,Chicago,60637,3059.0,2538.0,2316.0,3029.0,1382.0,2802.0,2913.0,3625.0,3568.0,3778.0,3444.0,3827.0,36281.0,Visitors,2021,-87.604053,41.780991
479,6100 W. Irving Park Rd.,Chicago,60634,3101.0,3072.0,4830.0,3651.0,4121.0,4523.0,4536.0,4337.0,4483.0,4613.0,3488.0,3965.0,48720.0,Visitors,2021,-87.797373,41.944967
480,9525 S. Halsted St.,Chicago,60628,3655.0,3446.0,5049.0,6815.0,3638.0,3144.0,5060.0,5636.0,5256.0,5312.0,4550.0,4426.0,55987.0,Visitors,2021,-87.621537,41.694192
481,7506 S. Racine Ave.,Chicago,60620,2094.0,2043.0,2695.0,2698.0,2419.0,2557.0,2944.0,3165.0,2994.0,3092.0,2690.0,2773.0,32164.0,Visitors,2021,-87.651656,41.740873
482,3647 S. State St.,Chicago,60609,496.0,488.0,595.0,653.0,866.0,974.0,898.0,1130.0,1076.0,1145.0,931.0,936.0,10188.0,Visitors,2021,-87.653382,41.812017
483,3710 E. 106th St.,Chicago,60617,2007.0,2769.0,2370.0,2357.0,2184.0,2188.0,3058.0,3058.0,3141.0,3674.0,3405.0,3357.0,33568.0,Visitors,2021,-87.556897,41.721257
484,5440 S. Racine Ave.,Chicago,60609,1420.0,1264.0,1699.0,1644.0,1404.0,1707.0,1809.0,1824.0,1669.0,1587.0,1489.0,1321.0,18837.0,Visitors,2021,-87.653382,41.812017
485,,,60601,131.0,31.0,94.0,62.0,25.0,4.0,27.0,85.0,237.0,111.0,84.0,1222.0,2113.0,Cases,2021,-87.622844,41.886262
486,,,60602,16.0,10.0,3.0,6.0,1.0,1.0,4.0,12.0,3.0,6.0,16.0,97.0,175.0,Cases,2021,-87.628309,41.883136
487,,,60603,14.0,3.0,6.0,5.0,4.0,0.0,1.0,7.0,2.0,6.0,6.0,85.0,139.0,Cases,2021,-87.625473,41.880112
488,,,60604,8.0,3.0,9.0,10.0,1.0,2.0,0.0,9.0,3.0,7.0,4.0,101.0,157.0,Cases,2021,-87.629029,41.878153
489,,,60605,204.0,87.0,134.0,108.0,27.0,10.0,54.0,172.0,90.0,93.0,155.0,1301.0,2435.0,Cases,2021,-87.623449,41.867824
490,,,60606,32.0,13.0,22.0,20.0,11.0,0.0,21.0,36.0,26.0,21.0,27.0,222.0,451.0,Cases,2021,-87.63676,41.882634
491,,,60607,279.0,78.0,174.0,174.0,63.0,10.0,63.0,212.0,125.0,146.0,222.0,1482.0,3028.0,Cases,2021,-87.652727,41.876104
492,,,60608,744.0,186.0,249.0,332.0,157.0,31.0,88.0,434.0,230.0,221.0,420.0,2709.0,5801.0,Cases,2021,-87.670366,41.849879
493,,,60609,671.0,213.0,191.0,362.0,186.0,25.0,73.0,323.0,226.0,217.0,372.0,2121.0,4980.0,Cases,2021,-87.653382,41.812017
494,,,60610,397.0,164.0,328.0,239.0,90.0,26.0,85.0,336.0,184.0,186.0,295.0,1744.0,4074.0,Cases,2021,-87.63581,41.90455
495,,,60611,249.0,76.0,162.0,142.0,36.0,10.0,82.0,182.0,103.0,156.0,192.0,1400.0,2790.0,Cases,2021,-87.620291,41.894734
496,,,60612,323.0,102.0,166.0,279.0,158.0,31.0,87.0,230.0,146.0,168.0,283.0,1638.0,3611.0,Cases,2021,-87.687011,41.88004
497,,,60613,435.0,132.0,323.0,253.0,48.0,14.0,97.0,353.0,166.0,177.0,287.0,2272.0,4557.0,Cases,2021,-87.661343,41.953742
498,,,60614,654.0,260.0,622.0,373.0,82.0,25.0,156.0,490.0,317.0,340.0,548.0,2921.0,6788.0,Cases,2021,-87.652064,41.922605
499,,,60615,261.0,68.0,96.0,250.0,130.0,23.0,70.0,230.0,166.0,132.0,258.0,1563.0,3247.0,Cases,2021,-87.602725,41.801993
500,,,60616,444.0,122.0,184.0,235.0,104.0,13.0,80.0,261.0,142.0,164.0,213.0,1766.0,3728.0,Cases,2021,-87.629531,41.844869
501,,,60617,812.0,181.0,292.0,603.0,359.0,25.0,118.0,434.0,388.0,309.0,479.0,2802.0,6802.0,Cases,2021,-87.556897,41.721257
502,,,60618,907.0,276.0,415.0,487.0,185.0,42.0,176.0,564.0,365.0,333.0,639.0,3354.0,7743.0,Cases,2021,-87.703343,41.946699
503,,,60619,438.0,130.0,267.0,512.0,307.0,42.0,120.0,410.0,256.0,299.0,388.0,2484.0,5653.0,Cases,2021,-87.60569,41.744737
504,,,60620,556.0,155.0,231.0,541.0,318.0,37.0,125.0,402.0,304.0,257.0,470.0,2814.0,6210.0,Cases,2021,-87.651656,41.740873
505,,,60621,241.0,51.0,94.0,205.0,122.0,3.0,52.0,208.0,151.0,147.0,273.0,1159.0,2706.0,Cases,2021,-87.638812,41.776931
506,,,60622,588.0,183.0,376.0,296.0,87.0,20.0,120.0,408.0,231.0,292.0,463.0,2270.0,5334.0,Cases,2021,-87.681818,41.902762
507,,,60623,891.0,202.0,200.0,431.0,268.0,30.0,76.0,399.0,267.0,292.0,433.0,3052.0,6541.0,Cases,2021,-87.717446,41.850321
508,,,60624,258.0,116.0,151.0,268.0,180.0,13.0,56.0,196.0,174.0,191.0,253.0,1599.0,3455.0,Cases,2021,-87.722735,41.879417
509,,,60625,667.0,250.0,379.0,369.0,147.0,51.0,187.0,599.0,382.0,375.0,500.0,2854.0,6760.0,Cases,2021,-87.701816,41.971155
510,,,60626,484.0,131.0,227.0,236.0,85.0,20.0,66.0,226.0,196.0,163.0,246.0,1543.0,3623.0,Cases,2021,-87.669834,42.009469
511,,,60628,455.0,150.0,254.0,518.0,345.0,64.0,129.0,441.0,323.0,295.0,517.0,2929.0,6420.0,Cases,2021,-87.621537,41.694192
512,,,60629,1530.0,366.0,443.0,605.0,365.0,40.0,163.0,586.0,404.0,365.0,653.0,3738.0,9258.0,Cases,2021,-87.711565,41.777061
513,,,60630,689.0,221.0,314.0,417.0,127.0,34.0,87.0,366.0,244.0,226.0,387.0,2002.0,5114.0,Cases,2021,-87.759611,41.971261
514,,,60631,404.0,116.0,217.0,200.0,78.0,9.0,35.0,220.0,144.0,183.0,388.0,1162.0,3156.0,Cases,2021,-87.813371,41.995019
515,,,60632,1147.0,240.0,353.0,445.0,210.0,26.0,68.0,366.0,240.0,253.0,504.0,2457.0,6309.0,Cases,2021,-87.711251,41.810038
516,,,60633,115.0,35.0,23.0,69.0,44.0,12.0,9.0,52.0,47.0,70.0,92.0,464.0,1032.0,Cases,2021,-87.556037,41.653147
517,,,60634,1102.0,401.0,457.0,531.0,235.0,38.0,114.0,582.0,367.0,468.0,733.0,2902.0,7930.0,Cases,2021,-87.797373,41.944967
518,,,60636,272.0,70.0,128.0,281.0,217.0,21.0,42.0,222.0,162.0,158.0,262.0,1316.0,3151.0,Cases,2021,-87.668597,41.77599
519,,,60637,358.0,97.0,171.0,434.0,218.0,37.0,110.0,335.0,198.0,228.0,315.0,1918.0,4419.0,Cases,2021,-87.604053,41.780991
520,,,60638,744.0,175.0,251.0,355.0,178.0,26.0,83.0,387.0,235.0,267.0,527.0,2139.0,5367.0,Cases,2021,-87.771902,41.787032
521,,,60639,1351.0,298.0,396.0,607.0,263.0,45.0,110.0,544.0,343.0,378.0,663.0,3437.0,8435.0,Cases,2021,-87.75531,41.920609
522,,,60640,556.0,181.0,318.0,295.0,147.0,37.0,120.0,400.0,181.0,235.0,341.0,2313.0,5124.0,Cases,2021,-87.662232,41.971888
523,,,60641,918.0,349.0,307.0,439.0,209.0,37.0,132.0,411.0,325.0,359.0,472.0,2482.0,6440.0,Cases,2021,-87.746791,41.946682
524,,,60642,243.0,71.0,178.0,126.0,35.0,8.0,51.0,142.0,111.0,86.0,172.0,876.0,2099.0,Cases,2021,-87.657821,41.899935
525,,,60643,476.0,120.0,180.0,340.0,181.0,25.0,100.0,309.0,303.0,216.0,376.0,2212.0,4838.0,Cases,2021,-87.662381,41.700445
526,,,60644,407.0,119.0,219.0,444.0,237.0,25.0,75.0,256.0,217.0,177.0,300.0,2169.0,4645.0,Cases,2021,-87.756863,41.881113
527,,,60645,503.0,169.0,232.0,279.0,119.0,15.0,78.0,200.0,179.0,418.0,285.0,1508.0,3985.0,Cases,2021,-87.695049,42.008927
528,,,60646,371.0,123.0,177.0,154.0,69.0,10.0,52.0,202.0,116.0,153.0,281.0,1009.0,2717.0,Cases,2021,-87.761826,41.993931
529,,,60647,940.0,259.0,477.0,478.0,175.0,26.0,167.0,552.0,342.0,351.0,601.0,3111.0,7479.0,Cases,2021,-87.701101,41.921058
530,,,60649,332.0,94.0,147.0,362.0,227.0,34.0,75.0,255.0,197.0,158.0,304.0,1816.0,4001.0,Cases,2021,-87.571522,41.762202
531,,,60651,806.0,185.0,260.0,493.0,219.0,29.0,108.0,355.0,270.0,234.0,356.0,2337.0,5652.0,Cases,2021,-87.741017,41.901964
532,,,60652,551.0,130.0,140.0,327.0,158.0,39.0,63.0,270.0,171.0,163.0,293.0,1896.0,4201.0,Cases,2021,-87.714238,41.745398
533,,,60653,271.0,81.0,127.0,234.0,168.0,22.0,78.0,229.0,141.0,145.0,214.0,1598.0,3308.0,Cases,2021,-87.611244,41.819261
534,,,60654,237.0,85.0,179.0,132.0,39.0,4.0,60.0,182.0,81.0,89.0,118.0,956.0,2162.0,Cases,2021,-87.636354,41.892485
535,,,60655,418.0,103.0,130.0,143.0,54.0,17.0,30.0,172.0,149.0,180.0,394.0,1321.0,3111.0,Cases,2021,-87.701434,41.696456
536,,,60656,355.0,123.0,199.0,236.0,116.0,14.0,69.0,240.0,161.0,170.0,274.0,846.0,2803.0,Cases,2021,-87.817934,41.974566
537,,,60657,697.0,212.0,571.0,360.0,79.0,18.0,159.0,529.0,294.0,316.0,542.0,3184.0,6961.0,Cases,2021,-87.658216,41.939715
538,,,60659,444.0,150.0,222.0,236.0,97.0,10.0,66.0,207.0,145.0,255.0,245.0,1181.0,3258.0,Cases,2021,-87.703266,41.990803
539,,,60660,347.0,108.0,200.0,174.0,77.0,19.0,78.0,207.0,137.0,137.0,208.0,1270.0,2962.0,Cases,2021,-87.666362,41.991062
540,,,60661,103.0,41.0,77.0,68.0,15.0,3.0,37.0,81.0,35.0,51.0,75.0,579.0,1165.0,Cases,2021,-87.644283,41.882786
541,,,60666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,Cases,2021,-87.896371,41.979511
542,,,60707,216.0,54.0,105.0,102.0,47.0,7.0,27.0,127.0,80.0,74.0,138.0,603.0,1580.0,Cases,2021,-87.808283,41.921777
543,,,60827,33.0,10.0,15.0,48.0,30.0,2.0,4.0,22.0,42.0,34.0,36.0,213.0,489.0,Cases,2021,-87.633087,41.650765
544,,,Unknown,67.0,24.0,13.0,44.0,24.0,7.0,27.0,182.0,98.0,102.0,224.0,2450.0,3262.0,Cases,2021,,
545,,,60601,1024.0,,,,,,,,,,,,1024.0,Cases,2022,-87.622844,41.886262
546,,,60602,76.0,,,,,,,,,,,,76.0,Cases,2022,-87.628309,41.883136
547,,,60603,61.0,,,,,,,,,,,,61.0,Cases,2022,-87.625473,41.880112
548,,,60604,87.0,,,,,,,,,,,,87.0,Cases,2022,-87.629029,41.878153
549,,,60605,795.0,,,,,,,,,,,,795.0,Cases,2022,-87.623449,41.867824
550,,,60606,154.0,,,,,,,,,,,,154.0,Cases,2022,-87.63676,41.882634
551,,,60607,937.0,,,,,,,,,,,,937.0,Cases,2022,-87.652727,41.876104
552,,,60608,2388.0,,,,,,,,,,,,2388.0,Cases,2022,-87.670366,41.849879
